"datetime","stream_height_ft","date"
2020-03-01 00:00:00,0.00374331655442681,2020-03-01
2020-03-01 08:29:00,0.00129768546898776,2020-03-01
2020-03-01 23:59:59,0,2020-03-01
2020-03-02 00:00:00,0,2020-03-02
2020-03-02 14:05:17,0,2020-03-02
2020-03-02 17:02:18,0,2020-03-02
2020-03-02 17:37:41,0.00480633674220681,2020-03-02
2020-03-02 23:59:59,0.00486345706939816,2020-03-02
2020-03-03 00:00:00,0.00486360686701306,2020-03-03
2020-03-03 02:56:20,0.00489002117977518,2020-03-03
2020-03-03 12:15:00,0.0035,2020-03-03
2020-03-03 12:15:00,0.0035,2020-03-03
2020-03-03 17:40:05,0.00403226752713405,2020-03-03
2020-03-03 23:59:59,0.00406987697016648,2020-03-03
2020-03-04 00:00:00,0.00406997622534933,2020-03-04
2020-03-04 01:59:33,0.00408184218245826,2020-03-04
2020-03-04 05:50:06,0.00212844052652992,2020-03-04
2020-03-04 10:57:30,0,2020-03-04
2020-03-04 23:59:59,0,2020-03-04
2020-03-05 00:00:00,0,2020-03-05
2020-03-05 11:32:15,0,2020-03-05
2020-03-05 23:59:59,0,2020-03-05
2020-03-06 00:00:00,0,2020-03-06
2020-03-06 00:00:05,0,2020-03-06
2020-03-06 17:20:33,0,2020-03-06
2020-03-06 23:59:59,0,2020-03-06
2020-03-07 00:00:00,0,2020-03-07
2020-03-07 06:50:12,0,2020-03-07
2020-03-07 14:51:51,0,2020-03-07
2020-03-07 15:24:19,0,2020-03-07
2020-03-07 23:59:59,0,2020-03-07
2020-03-08 00:00:00,0,2020-03-08
2020-03-08 12:55:50,0,2020-03-08
2020-03-08 13:31:16,0,2020-03-08
2020-03-08 13:48:56,0.00571210710546478,2020-03-08
2020-03-08 14:30:14,0.0126332018129178,2020-03-08
2020-03-08 15:11:36,0.0126373085890984,2020-03-08
2020-03-08 17:15:43,0.0136377700506795,2020-03-08
2020-03-08 20:10:06,0.0136550771788697,2020-03-08
2020-03-08 21:06:15,0.0126725095277902,2020-03-08
2020-03-08 22:34:58,0.00872874523030748,2020-03-08
2020-03-08 23:34:05,0.0077464709203839,2020-03-08
2020-03-08 23:59:59,0.00754241905248197,2020-03-08
2020-03-09 00:00:00,0.00753422967985714,2020-03-09
2020-03-09 05:31:44,0.00481754180111464,2020-03-09
2020-03-09 17:06:14,0.00587461810575811,2020-03-09
2020-03-09 23:59:59,0.00550848864196827,2020-03-09
2020-03-10 00:00:00,0.00550760162881203,2020-03-10
2020-03-10 09:48:08,0.00498591962452326,2020-03-10
2020-03-10 12:10:00,0.004,2020-03-10
2020-03-10 12:10:00,0.004,2020-03-10
2020-03-10 23:59:59,0.0037056683273995,2020-03-10
2020-03-11 00:00:00,0.00370525319104887,2020-03-11
2020-03-11 06:31:40,0.00354265812038334,2020-03-11
2020-03-11 17:16:30,0.00406476458763668,2020-03-11
2020-03-11 23:59:59,0.00448680968410533,2020-03-11
2020-03-12 00:00:00,0.00448785824335122,2020-03-12
2020-03-12 09:39:11,0.00509516628258029,2020-03-12
2020-03-12 15:55:14,0.00412589088713872,2020-03-12
2020-03-12 21:24:14,0.00611307838767963,2020-03-12
2020-03-12 23:59:59,0.00595692268012396,2020-03-12
2020-03-13 00:00:00,0.00595591370505899,2020-03-13
2020-03-13 12:59:56,0.00516898041938432,2020-03-13
2020-03-13 13:51:21,0.00467819705047025,2020-03-13
2020-03-13 15:09:13,0.00418860316630347,2020-03-13
2020-03-13 19:36:34,0.0037075339228238,2020-03-13
2020-03-13 23:59:59,0.00389275873601532,2020-03-13
2020-03-14 00:00:00,0.00389346453360147,2020-03-14
2020-03-14 08:02:46,0.00423420008160766,2020-03-14
2020-03-14 14:02:41,0.00227800526697624,2020-03-14
2020-03-14 21:42:28,0.00131249657323356,2020-03-14
2020-03-14 23:59:59,0.00196422746934694,2020-03-14
2020-03-15 00:00:00,0.0019690008889962,2020-03-15
2020-03-15 04:39:36,0.00330364902293151,2020-03-15
2020-03-15 10:08:38,0.00282535524386172,2020-03-15
2020-03-15 15:55:18,0.00234785445462334,2020-03-15
2020-03-15 23:59:59,0.00157369433369405,2020-03-15
2020-03-16 00:00:00,0.00157209383726872,2020-03-16
2020-03-16 01:54:38,0.00138862359704573,2020-03-16
2020-03-16 13:47:02,0.00191376985865275,2020-03-16
2020-03-16 23:59:59,0.00194130029899108,2020-03-16
2020-03-17 00:00:00,0.00194134528582098,2020-03-17
2020-03-17 01:08:37,0.00194443213213268,2020-03-17
2020-03-17 09:06:00,0.00245900519598803,2020-03-17
2020-03-17 11:30:00,0.001,2020-03-17
2020-03-17 11:30:00,0.001,2020-03-17
2020-03-17 23:59:59,0.00165885413795878,2020-03-17
2020-03-18 00:00:00,0.00165973378300278,2020-03-18
2020-03-18 11:48:30,0.00228296229667941,2020-03-18
2020-03-18 23:59:59,0.00291765178368288,2020-03-18
2020-03-19 00:00:00,0.00291852062623867,2020-03-19
2020-03-19 23:59:59,0.00416878506401828,2020-03-19
2020-03-20 00:00:00,0.00416965390657406,2020-03-20
2020-03-20 04:26:43,0.00440138869691211,2020-03-20
2020-03-20 10:03:42,0.000265028342647933,2020-03-20
2020-03-20 15:52:27,0,2020-03-20
2020-03-20 23:59:59,0,2020-03-20
2020-03-21 00:00:00,0,2020-03-21
2020-03-21 23:59:59,0,2020-03-21
2020-03-22 00:00:00,0,2020-03-22
2020-03-22 23:59:59,0,2020-03-22
2020-03-23 00:00:00,0,2020-03-23
2020-03-23 08:30:00,0,2020-03-23
2020-03-23 11:55:00,0,2020-03-23
2020-03-23 15:54:52,0.000264321655527636,2020-03-23
2020-03-23 17:43:59,0.00217600083660931,2020-03-23
2020-03-23 23:17:15,0.00365631975572759,2020-03-23
2020-03-23 23:59:59,0.00373042811900877,2020-03-23
2020-03-24 00:00:00,0.00373220316962629,2020-03-24
2020-03-24 07:09:08,0.00449393655795519,2020-03-24
2020-03-24 12:36:30,0.00661649462665174,2020-03-24
2020-03-24 13:42:22,0.00874969549686676,2020-03-24
2020-03-24 14:26:36,0.00853060302445667,2020-03-24
2020-03-24 15:57:03,0.00842568373804177,2020-03-24
2020-03-24 22:28:19,0.0084072903190403,2020-03-24
2020-03-24 23:59:59,0.00910719343084418,2020-03-24
2020-03-25 00:00:00,0.00911491153169112,2020-03-25
2020-03-25 01:36:05,0.00985649238806851,2020-03-25
2020-03-25 05:56:36,0.0127990853944571,2020-03-25
2020-03-25 07:26:04,0.012034922441401,2020-03-25
2020-03-25 09:02:24,0.0122729856802849,2020-03-25
2020-03-25 12:35:44,0.0134569401591601,2020-03-25
2020-03-25 18:06:03,0.0149299714281085,2020-03-25
2020-03-25 23:25:33,0.0150626524132649,2020-03-25
2020-03-25 23:59:59,0.0151789654758412,2020-03-25
2020-03-26 00:00:00,0.0151824426974429,2020-03-26
2020-03-26 04:51:56,0.016197559590361,2020-03-26
2020-03-26 09:36:03,0.0168996032233963,2020-03-26
2020-03-26 12:46:46,0.0167140568177997,2020-03-26
2020-03-26 13:06:25,0.0200467134018553,2020-03-26
2020-03-26 13:48:42,0.0224500202956701,2020-03-26
2020-03-26 14:10:19,0.0234886847384597,2020-03-26
2020-03-26 16:01:25,0.0237631862281931,2020-03-26
2020-03-26 17:43:39,0.0250010464422937,2020-03-26
2020-03-26 18:14:08,0.026389981060552,2020-03-26
2020-03-26 19:44:34,0.0259566545491781,2020-03-26
2020-03-26 22:24:49,0.0279946529998716,2020-03-26
2020-03-26 23:59:59,0.0278133939631676,2020-03-26
2020-03-27 00:00:00,0.0278114694290671,2020-03-27
2020-03-27 03:23:40,0.0274195059839207,2020-03-27
2020-03-27 10:38:12,0.0278364053257037,2020-03-27
2020-03-27 12:59:46,0.0275293980839418,2020-03-27
2020-03-27 13:40:04,0.0328835115689404,2020-03-27
2020-03-27 14:31:11,0.0343234597383882,2020-03-27
2020-03-27 15:18:22,0.0383809488406142,2020-03-27
2020-03-27 16:04:35,0.0407939726013222,2020-03-27
2020-03-27 16:31:07,0.0428300048026052,2020-03-27
2020-03-27 17:04:33,0.0438978198460743,2020-03-27
2020-03-27 18:06:29,0.0453644893994783,2020-03-27
2020-03-27 18:36:57,0.0470818312426955,2020-03-27
2020-03-27 19:23:10,0.046210782753814,2020-03-27
2020-03-27 23:29:55,0.0474773306012816,2020-03-27
2020-03-27 23:59:59,0.0471893624601069,2020-03-27
2020-03-28 00:00:00,0.0471794609767427,2020-03-28
2020-03-28 01:42:38,0.0461632387341331,2020-03-28
2020-03-28 03:57:19,0.0445255980754722,2020-03-28
2020-03-28 04:15:01,0.0412852517269022,2020-03-28
2020-03-28 07:20:49,0.0397739303378531,2020-03-28
